English,Spanish,Spanish_NEU,Spanish_NEG,Spanish_POS,English_NEU,English_NEG,English_POS
"We'll report back for sure. As a matter of fact, we should live stream on stuff. You should know, like one of our social it's true.","Informaremos con seguridad. De hecho, deberíamos transmitir en vivo esas cosas. Debes saber, como uno de nuestros sociales, que es verdad.",0.039872073,0.633400381,0.326727569,0.004790239,0.830158591,0.165051207
"Oh my god, you might He'll be right back. Should we take a break, Yeah, all right, we'll come back and talk about some of the theories right after this. If you want to know, then you're in luck. Just listen to Chuck selfus.","Dios mío, es posible que vuelva enseguida. Si nos tomamos un descanso, sí, está bien, volveremos y hablaremos sobre algunas de las teorías justo después de esto. Si quieres saberlo, estás de suerte. Solo escucha a Chuck Selfus.",0.00749641,0.184161633,0.80834198,0.003459228,0.326808512,0.669732273
"Chuck, I think I speak on behalf of at least half of the people listening. Would you and Jim go poop at the same time, or would you like take turns?","Chuck, creo que hablo en nombre de al menos la mitad de las personas que escuchan. ¿Jim y tú harían caca al mismo tiempo o les gustaría turnarse?",0.117404677,0.866942346,0.015652947,0.01519144,0.953298032,0.031510483
"I don't remember that part. I don't even know if we went and pooped or if it was just like, oh I got a poop, I see, I see.","No recuerdo esa parte. Ni siquiera sé si fuimos y hicimos caca o si fue simplemente como, oh, tengo caca, ya veo, ya veo.",0.479150832,0.504836321,0.016012818,0.684948623,0.308506876,0.006544545
"Okay, Yeah, so yeah, anyway, we're back.","Vale, sí, así que sí, de todos modos, estamos de vuelta.",0.023678623,0.450014353,0.526306987,0.001169107,0.038120497,0.960710406
"Yeah, we're back. There is no like serious science probably about this, but there are a lot of pretty interesting theories, and one of them is something that we've talked about. In fact, we did a whole show sort of, didn't we about the gut brain axis we did.","Sí, estamos de vuelta. Probablemente no exista ciencia seria sobre esto, pero hay muchas teorías bastante interesantes, y una de ellas es algo de lo que hemos hablado. De hecho, hicimos una especie de espectáculo completo, ¿no es así sobre el eje intestino-cerebro?",0.009646585,0.312687814,0.677665591,0.001586503,0.123011246,0.875402212
I don't.,No.,0.282374769,0.467541814,0.250083417,0.779372096,0.210917532,0.009710387
It's something about like when you approach the front door of your.,Es algo así como cuando te acercas a la puerta principal de tu.,0.086868726,0.698490918,0.21464029,0.003280183,0.662356734,0.334363103
"House, that's the brain bladder connection.","House, esa es la conexión cerebro-vejiga.",0.010898742,0.289626598,0.699474633,0.009319602,0.961817563,0.02886283
"Oh okay, I think this is kind of similar though, right, No, totally.","Oh, está bien, creo que esto es algo similar, cierto, no, totalmente.",0.032264978,0.783360004,0.184375018,0.127654642,0.8306036,0.041741718
"I think the second theory, the smell of books, which we'll get to, is more brain bladder connection. But the gut brain axis would have come up in I guess, like I can't remember what it was, but we talked about like a whole episode about how there's neurons in your gut and like your brain and your gut, your central nervous system and your enteric nervous system communicate to one another. And so that's probably the likeliest explanation for why somebody would feel the urge to poop in a bookstore.","Creo que la segunda teoría, el olor de los libros, a la que llegaremos, es más una conexión cerebro-vejiga. Pero el eje intestino-cerebro habría aparecido, supongo, como si no pudiera recordar qué era, pero hablamos de un episodio completo sobre cómo hay neuronas en tu intestino y, como tu cerebro y tu intestino, tu sistema nervioso central. y su sistema nervioso entérico se comunican entre sí. Y esa es probablemente la explicación más probable de por qué alguien sentiría la necesidad de hacer caca en una librería.",0.281719893,0.691507459,0.026772656,0.022360582,0.941078186,0.036561258
"Yeah, there are some other you know. To me, I think it's all of these things added together. There is that there is also this sort of connection of like people like reading on the toilet has long been something that people do, right. People are on their phones now, but in the old days, you had that magazine. Rack still got a magazine right next to my toilet, and we'll read a good magazine. So that connection. Maybe that subconscious thing of when you're among those books, your sphincter just a moocks, just a little bit, maybe.","Sí, hay algunos otros que conoces. Para mí, creo que son todas estas cosas sumadas. También existe este tipo de conexión de que a la gente le gusta leer en el baño; ha sido durante mucho tiempo algo que la gente hace, ¿verdad? La gente ahora usa sus teléfonos, pero en los viejos tiempos había esa revista. Rack todavía tiene una revista justo al lado de mi baño y leeremos una buena revista. Entonces esa conexión. Tal vez esa cosa subconsciente de cuando estás entre esos libros, tu esfínter solo se mofa, solo un poquito, tal vez.",0.013422175,0.528867424,0.457710385,0.004507452,0.614700079,0.380792439
"Yeah, for sure. So whatever it was, whatever, if it's like the smell of books, that's kind of usually put forth. Whatever it is that you associate with a bookstore, and then you poop in the bookstore. That's where your gut brain access would take over and you develop this association. So when you walk into the bookstore, your brain goes, hey, gut, we're in a bookstore. You better get busy pooping.","Si, seguro. Entonces, sea lo que sea, lo que sea, si es como el olor de los libros, eso generalmente se expresa. Lo que sea que asocies con una librería y luego hagas caca en la librería. Ahí es donde su acceso cerebral intestinal tomaría el control y desarrollaría esta asociación. Entonces, cuando entras a la librería, tu cerebro dice, oye, tripa, estamos en una librería. Será mejor que te ocupes de hacer caca.",0.208830386,0.734385908,0.056783751,0.037715778,0.844723284,0.117560998
"Yeah, makes sense. Another one, of course, is a bookstore oftentimes there's a lot of squatting. Yeah, if you want to book down on that bottom shelf, or you want to peruse for a little while on the bottom, you're going to be squatting down. And humankind didn't evolve to poop like we poop. Now you're supposed to squat. And if you've ever in in that dead squat position with your butt just barely above the ground and all your weight, like everything lines up in such a way to where your body goes, oh, it's go.","Sí, tiene sentido. Otro, por supuesto, es una librería donde muchas veces hay mucha okupación. Sí, si quieres reservar en ese estante inferior, o si quieres examinar detenidamente un momento en la parte inferior, estarás en cuclillas. Y la humanidad no evolucionó para hacer caca como nosotros. Ahora se supone que debes agacharte. Y si alguna vez has estado en esa posición en cuclillas con el trasero apenas por encima del suelo y todo tu peso, como si todo se alineara de tal manera hacia donde va tu cuerpo, oh, listo.",0.655667961,0.329105824,0.015226225,0.029217253,0.810864806,0.159917906
"Time, it's time, yeah, and he goes.","Hora, es hora, sí, y se va.",0.409882903,0.544706941,0.045410149,0.003228265,0.641958475,0.354813278
"So you're in there already, it's quiet. You got the smell of the books you're squatting.","Así que ya estás ahí, está en silencio. Tienes el olor de los libros que estás en cuclillas.",0.110351078,0.676431894,0.213217065,0.010274708,0.842307925,0.147417381
"Yeah, how could anybody not poop?","Sí, ¿cómo podría alguien no hacer caca?",0.328604758,0.631897151,0.039498053,0.875484347,0.118580505,0.005935232
"You may have a coffee, that's a big one.","Puedes tomar un café, eso es grande.",0.005599503,0.130793706,0.863606751,0.001368334,0.076665327,0.921966314
"A lot of people say, yeah, people drink coffee and bookstores and coffee makes you poop.","Mucha gente dice, sí, la gente bebe café y en las librerías y el café te hace defecar.",0.758449674,0.229581848,0.011968471,0.290745169,0.679706454,0.029548431
"Yeah. So I think it's like all this stuff sort of adds up to, oh my god, I'm in a bookstore. I've got to go.","Sí. Así que creo que todo esto se suma a, oh Dios mío, estoy en una librería. Tengo que ir.",0.018984765,0.810256064,0.170759127,0.036561601,0.634778202,0.328660131
"There's another theory that isn't specifically identified as from Japan. But if it's not from Japan, I will eat my hat and I don't even have a hat. I'll go buy a hat to eat it. If this isn't a Japanese theory, that because life is stressful, when you walk into a bookstore, a bookstore is very calm, and so you feel relieved and so you want to leave yourself.","Hay otra teoría que no se identifica específicamente como procedente de Japón. Pero si no es de Japón, me comeré el sombrero y ni siquiera tengo sombrero. Iré a comprarme un sombrero para comérmelo. Si esta no es una teoría japonesa, que debido a que la vida es estresante, cuando entras a una librería, la librería está muy tranquila, entonces te sientes aliviado y quieres salir de ti mismo.",0.860793829,0.133269787,0.005936336,0.035857633,0.718684673,0.245457679
I don't think I've ever seen you wear a hat.,Creo que nunca te he visto usar sombrero.,0.633770406,0.329148084,0.03708148,0.151916519,0.831662774,0.016420675
"I've got a like a mud hens hat that man, my hair has to be pretty messed up for me to wear it, but that's my hat.","Ese hombre, tengo un sombrero como de gallina de barro, mi cabello tiene que estar bastante desordenado para usarlo, pero ese es mi sombrero.",0.15177013,0.767510712,0.080719195,0.095908374,0.874525249,0.029566403
I don't think i've ever seen you in a hat in sixteen years.,No creo haberte visto nunca con un sombrero en dieciséis años.,0.689981222,0.261475831,0.04854301,0.10928686,0.869078219,0.021634903
"Well, that's by design.","Bueno, eso es por diseño.",0.035165653,0.846948624,0.117885672,0.013128465,0.929082394,0.057789166
I've seen you in shorts maybe twice.,Te he visto en pantalones cortos tal vez dos veces.,0.204254076,0.648316145,0.147429794,0.010172439,0.948020101,0.041807439
That was by design as well. What do you think.,Eso también fue intencionado. Qué opinas.,0.108708262,0.811124861,0.080166921,0.048027433,0.938854873,0.013117712
"You get some nice legs thanks, And then of course you have to think about or at least consider the frequency illusion aspect of this. It's a type of confirmation bias, whereas once you know this is a thing, you start to just it's in your head all of a sudden, and you're making that connection where it previously didn't exist, So you know, you have to kind of consider that for sure.","Obtendrás unas bonitas piernas, gracias. Y luego, por supuesto, tienes que pensar o al menos considerar el aspecto de ilusión de frecuencia de esto. Es un tipo de sesgo de confirmación, mientras que una vez que sabes que esto existe, de repente empiezas a pensar que está en tu cabeza y estás haciendo esa conexión donde antes no existía. considerar eso con seguridad.",0.020338725,0.293780625,0.685880661,0.032330003,0.807200789,0.160469219
"Yeah, that's what skeptics say. They say there's no such thing as the Mark Aoki phenomenon, that actually it's it's people just have heard of it, and maybe she had some sort of Pavlovian training where like the smell of the books made her want to poop, but just talk about it. It getting published and becoming a thing in Japan, then traveling around the world, people started saying like, oh, yeah, I've pooped in bookstores too, So then anytime they poop in a bookstore from that point on they notice it. It confirms their theory that they're susceptible to the Ma Aoki phenomenon, and it just becomes like a self fulfilling prophecy. But at the same time they're also ignoring all the times they go to the bookstore and don't poop, or they go to pet Co and have to poop. You don't want to do although you could just poop in the aisle and blame it on the dog. But still that's part of the frequency illusion.","Sí, eso es lo que dicen los escépticos. Dicen que no existe el fenómeno Mark Aoki, que en realidad es que la gente simplemente ha oído hablar de él, y tal vez ella tuvo algún tipo de entrenamiento pavloviano en el que el olor de los libros le daba ganas de hacer caca, pero solo habla de ello. . Se publicó y se convirtió en una cosa en Japón, luego viajó por todo el mundo, la gente empezó a decir, oh, sí, yo también hice caca en las librerías, así que cada vez que hacen caca en una librería a partir de ese momento lo notan. Confirma su teoría de que son susceptibles al fenómeno Ma Aoki, y se convierte en una profecía autocumplida. Pero al mismo tiempo también ignoran todas las veces que van a la librería y no hacen caca, o van a la tienda de mascotas y tienen que hacer caca. No querrás hacerlo, aunque podrías simplemente hacer caca en el pasillo y echarle la culpa al perro. Pero aun así eso es parte de la ilusión de la frecuencia.",0.263923168,0.665426552,0.070650324,0.368345529,0.609618604,0.022035841
"Yeah, for sure. So I'm curious to hear from people two types of people, people that have experienced this, whether in a bookstore or like my situation, like a large empty room, or bookstore employees who are like, dude, you don't know that the nightmare that we live.","Si, seguro. Así que tengo curiosidad por escuchar a dos tipos de personas, personas que han experimentado esto, ya sea en una librería o en mi situación, como una gran sala vacía, o empleados de una librería que dicen, amigo, no lo sabes. la pesadilla que vivimos.",0.872385144,0.121229924,0.006384877,0.635610759,0.350011855,0.014377316
"Yeah, I can imagine, you know, Yeah, I hadn't thought about that. Man's better thought for the bookstore employees.","Sí, me lo puedo imaginar, ya sabes. Sí, no había pensado en eso. El mejor pensamiento del hombre para los empleados de la librería.",0.007665058,0.131430283,0.860904634,0.097892478,0.713122368,0.188985154
"Huh, wasn't there Seinfeld where George had to go to the bathroom in a bookstore?","Eh, ¿no estaba Seinfeld donde George tenía que ir al baño en una librería?",0.546359479,0.440207243,0.013433204,0.010357417,0.911686182,0.077956393
"Yeah, he found the pastoral scenes very conducive to and then Elaine cuts him off. He had to buy a book because he took it in the bathroom.","Sí, encontró las escenas pastorales muy propicias y luego Elaine lo interrumpe. Tuvo que comprar un libro porque se lo llevó al baño.",0.493492514,0.476743042,0.029764429,0.020451613,0.749594629,0.229953766
That's funny.,Es gracioso.,0.05411128,0.272957593,0.672931194,0.003731013,0.047884557,0.948384523
"There you have it, a book of Impressionist paintings. If you well, no, this is not a regular stuff you should know episode. Even though in this episode we found out the origin of stuff you should know, even I didn't know the origin story. And since I'm so hyped, I think that can only mean that short stuff is out.","Ahí lo tienes, un libro de pinturas impresionistas. Bueno, no, este no es un episodio normal que debas saber. Aunque en este episodio descubrimos el origen de cosas que deberías saber, ni siquiera yo conocía la historia del origen. Y como estoy tan entusiasmado, creo que eso sólo puede significar que ya no hay material corto.",0.157222629,0.723835409,0.11894194,0.123380676,0.723514736,0.153104559
"Stuff you Should Know is a production of iHeartRadio. For more podcasts my heart Radio, visit the iHeartRadio app, Apple Podcasts, or wherever you listen to your favorite shows.","Cosas que debes saber es una producción de iHeartRadio. Para obtener más podcasts de my heart Radio, visita la aplicación iHeartRadio, Apple Podcasts o dondequiera que escuches tus programas favoritos.",0.017866716,0.418596029,0.5635373,0.001974408,0.713378787,0.284646869
"My black and white Nike blazers hit the pavement in the parking lot of Men’s Central Jail. Immediately I felt the warm sun on my skin as I stepped off the LA County bus. The word probation was printed across the back of my shirt and down the side of my pants. A heavy silver chain had me bounds at the wrist and another one restraining my ankles. There is a long road ahead of me. This is only the beginning. Right now I am not sure that there is a light at the end of this tunnel. I’m only 17 and as a female, I was full of emotion, but had to learn the art of masking. I was scared of the unknown. On my way to court, surrounded me with all the women from Lynwood county dressed in all blue. The holding cells were packed with inmates on every side so much that corrections had nowhere to put me. Since I was a minor I had to be escorted. Today I was escorted to an old rusted filthy bathroom next to the holding cells.","Mis chaquetas Nike blancas y negras cayeron al pavimento en el estacionamiento de la Cárcel Central de Hombres. Inmediatamente sentí el cálido sol en mi piel cuando bajé del autobús del condado de Los Ángeles. La palabra libertad condicional estaba impresa en la parte posterior de mi camisa y en el costado de mis pantalones. Una pesada cadena de plata me tenía atado en las muñecas y otra sujetando mis tobillos. Hay un largo camino por delante. Este es sólo el comienzo. En este momento no estoy seguro de que haya una luz al final de este túnel. Solo tengo 17 años y, como mujer, estaba llena de emociones, pero tuve que aprender el arte de enmascarar. Tenía miedo de lo desconocido. De camino a la corte, me rodeó de todas las mujeres del condado de Lynwood vestidas todas de azul. Las celdas de detención estaban tan repletas de reclusos por todos lados que el correccional no tenía dónde ponerme. Como era menor de edad me tenían que acompañar. Hoy me acompañaron a un baño viejo, oxidado y sucio al lado de las celdas de detención.",0.271105081,0.628405988,0.100488879,0.027429754,0.930492759,0.042077541
"The smell of urine was overpowering as I walked through the door I heard it securely locked behind me. All the noise from people yelling, singing, laughing and talking started to drown out. To make myself as comfortable as possible. That’s a casino on the […] I was standing up against the wall. I chains were tight on my wrist. They were chafing my skin. I couldn’t relax. We’ll get out of them. I looked at the walls covered in peanut butter and jelly behind the sink and toilet bowl flooded with trash as I sit. Inmates were starting to get called out for court. He got quieter and quieter as people are getting escorted to their bus. Where is my bus? Did they forget me? I pounded on the door each time I heard keys passing by I was ignored. I started to think about my mom. She’s probably wondering where I’m at. I was no stranger to trouble. But this time there was no way out. I was powerless. Then someone yelled, little baby, are you still in there? I barely replied.","El olor a orina era abrumador cuando entré por la puerta y escuché que estaba bien cerrada detrás de mí. Todo el ruido de la gente gritando, cantando, riendo y hablando empezó a ahogarse. Para ponerme lo más cómodo posible. Eso es un casino en el […] Estaba parado contra la pared. Las cadenas estaban apretadas en mi muñeca. Estaban rozando mi piel. No podía relajarme. Saldremos de ellos. Mientras me sentaba, miré las paredes cubiertas de mantequilla de maní y mermelada detrás del lavabo y la taza del inodoro inundada de basura. Los reclusos empezaban a ser llamados a comparecer ante los tribunales. Se volvió cada vez más silencioso mientras escoltaban a la gente hasta su autobús. ¿Dónde está mi autobús? ¿Me olvidaron? Golpeé la puerta cada vez que escuchaba pasar las llaves, me ignoraban. Empecé a pensar en mi mamá. Probablemente se esté preguntando dónde estoy. No era ajeno a los problemas. Pero esta vez no había salida. Estaba impotente. Entonces alguien gritó, pequeña, ¿todavía estás ahí? Apenas respondí.",0.168568,0.575521708,0.255910277,0.529887974,0.458702832,0.011409124
"Yeah. I saw her tattooed hand stretched through the gap between the floor and bottom of the door with a baby blue pocket Bible. She said, read this. I struggle to reach for it in my chamber. When I grabbed it. It was open to a chapter called James. It said my brethren, console joy when you fall into various trials, knowing that the testing of your faith produces patience, but let patients have it’s perfect work that you may be perfect and complete lacking nothing. Nothing changed. I was still in the same raggedy old field the bathroom […] of urine. Except I grabbed a hold of the idea that no struggle is forever. And I put my game face back on as soon as I heard a key answer that lock. When the sheriff opened the door. I thank the lady and threw her Bible back to her through the bars. My bus had finally come.","Sí. Vi su mano tatuada extendida a través del espacio entre el piso y la parte inferior de la puerta con una Biblia de bolsillo azul celeste. Ella dijo, lee esto. Lucho por alcanzarlo en mi habitación. Cuando lo agarré. Estaba abierto a un capítulo llamado James. Decía, hermanos míos, consolad el gozo cuando caigáis en diversas pruebas, sabiendo que la prueba de vuestra fe produce paciencia, pero dejad que los pacientes tengan su obra perfecta, para que seáis perfectos y completos, sin que os falte nada. Nada ha cambiado. Yo seguía en el mismo campo viejo y andrajoso el baño […] de orina. Excepto que me aferré a la idea de que ninguna lucha es para siempre. Y volví a poner mi cara de juego tan pronto como escuché una llave responder a ese bloqueo. Cuando el sheriff abrió la puerta. Le agradezco a la señora y le arrojé su Biblia a través de los barrotes. Mi autobús finalmente había llegado.",0.026428731,0.309824675,0.663746595,0.038948566,0.880732894,0.080318533
"I’m Walter Thompson-Hernandez and this is WRITTEN OFF. You just heard from actress Dascha Polanco, one of the Latinx stars of Netflix’s Orange is the New Black. She read The Unfit by IOW Alum Olivia Carrasco. Olivia is actually wearing Nike blazers during our conversation. Not the exact pair she mentioned at the beginning of her piece, but they still fit in with her all-black look. She’s also got these tiny diamonds on her white acrylic nails. The all black everything with a tiny bit of shine seems fitting even as one of the newest IOW Alum’s. Olivia was quick to show interest in taking part in this podcast. She’s got that confidence mixed in with humility that draws you to her when you meet. At first, she comes off quiet and timid, but the minute we start talking, she turns bright and confident. She’s self-assured. Even in her nerves. She definitely fits in here. What’s it feel like hearing someone read your story?","Soy Walter Thompson-Hernández y esto está CANCELADO. Acabas de escuchar a la actriz Dascha Polanco, una de las estrellas latinas de Orange is the New Black de Netflix. Ella leyó The Unfit de la alumna de la IOW Olivia Carrasco. De hecho, Olivia lleva chaquetas Nike durante nuestra conversación. No son el par exacto que mencionó al principio de su artículo, pero aún así encajan con su look completamente negro. También tiene estos pequeños diamantes en sus uñas acrílicas blancas. Todo lo negro con un poquito de brillo parece apropiado incluso como uno de los nuevos alumnos de IOW. Olivia rápidamente mostró interés en participar en este podcast. Tiene esa confianza mezclada con humildad que te atrae hacia ella cuando la conoces. Al principio, parece tranquila y tímida, pero en el momento en que empezamos a hablar, se vuelve brillante y segura. Ella es segura de sí misma. Incluso en sus nervios. Ella definitivamente encaja aquí. ¿Qué se siente al escuchar a alguien leer tu historia?",0.050198045,0.630327344,0.319474638,0.006374144,0.919864237,0.073761657
"I feel like I just relived the whole thing. I was really blown away, by the way, she was able to, like capture my emotion in the piece of writing without even knowing. But I definitely felt like all emotions all over again. And I felt like I was there. So I think she did a good job of like, capturing what happened.","Siento que acabo de revivir todo el asunto. Me quedé realmente impresionado, por cierto, ella fue capaz de capturar mi emoción en el escrito sin siquiera saberlo. Pero definitivamente sentí todas las emociones de nuevo. Y sentí que estaba allí. Así que creo que hizo un buen trabajo al capturar lo que sucedió.",0.0032833,0.030709345,0.966007233,0.001693437,0.007692662,0.990613937
What kinds of motion did you feel?,¿Qué tipo de movimiento sentiste?,0.111140899,0.752908409,0.135950714,0.009729303,0.969788194,0.020482494
"All of them, like, I literally felt like I was in that bathroom again, and kind of being scared, because I didn’t know what was going to happen. But then at the same time, like, I was hopeless already. So I was just like, felt defeated, kind of.","Todos ellos, literalmente sentí como si estuviera en ese baño otra vez, y como asustado, porque no sabía lo que iba a pasar. Pero al mismo tiempo ya estaba desesperado. Así que me sentí derrotado, más o menos.",0.82786715,0.160116762,0.012016127,0.850911081,0.143288046,0.005800872
"And the actual, like, writing process. What was that like? Because it you know, it really feels like were there with you. Right? Whether it’s like the peanut butter and jelly reference, the Bible, the Nike blazers, the tattooed hand, reaching under that door, like how did you, how are you able to, to make that happen? How’d you do that?","Y el proceso de escritura real. ¿Como fue eso? Porque sabes, realmente se siente como si estuviera allí contigo. ¿Bien? Ya sea la referencia a la mantequilla de maní y la mermelada, la Biblia, las chaquetas Nike, la mano tatuada, metiendo la mano debajo de esa puerta, como ¿cómo pudiste, cómo pudiste, hacer que eso sucediera? ¿Cómo hiciste eso?",0.017467031,0.313537568,0.66899538,0.013348461,0.937789857,0.048861649
"There are certain parts of my life that I can remember every detail of it, of that memory. So I guess as a writer, I’m able to keep captured what I felt at the moment, when I saw whatever I saw, or I did whatever I did, or whatever situation I was in. As a writer. I feel like putting it down on paper and expressing how everything was detail by detail, emotion by emotion is almost like therapeutic to me. So, writing the piece, I guess I kind of relive it every time. Like I write something in order to get like the full story. But I actually wrote that when I was in isolation, right before I got out. So I was kind of replaying my whole journey. And that was kind of at the beginning of my journey. And I wrote it when I was at the end of it.","Hay ciertas partes de mi vida que puedo recordar cada detalle de ella, de ese recuerdo. Así que supongo que, como escritor, puedo mantener capturado lo que sentí en ese momento, cuando vi lo que vi, o cuando hice lo que hice, o en cualquier situación en la que me encontré. Como escritor. Tengo ganas de plasmarlo en un papel y expresar cómo fue todo detalle a detalle, emoción a emoción, es casi terapéutico para mí. Entonces, al escribir la pieza, supongo que la revivo cada vez. Como si escribiera algo para ver la historia completa. Pero en realidad escribí eso cuando estaba aislado, justo antes de salir. Así que estaba repitiendo todo mi viaje. Y eso fue más o menos al comienzo de mi viaje. Y lo escribí cuando estaba al final.",0.009397508,0.238114297,0.752488196,0.002966663,0.291097343,0.705935955
"If you could walk me through actually writing it, like, sounds, smells, what you wrote it with, what that day was like?","Si pudieras explicarme cómo escribirlo, sonidos, olores, con qué lo escribiste, ¿cómo fue ese día?",0.092787839,0.696956992,0.210255206,0.01222809,0.972744048,0.015027868
"It was cold. I remember. Even the bus was cold. And feeling the sun. Like the warmth, was like something that I craved because this like we never were, we’re out, I think and then all of those things, I think subconsciously, were affecting me and I didn’t realize is just kind of like the process of being incarcerated. But, the smells were so like, distinct, like, I can never forget them. They’re disgusting. But like, I wouldn’t just like seeing certain things. Certain memories just stuck in my head, I guess. And so that’s how I was able to just put it down on paper. But that was a really long day for me. And it turned out actually better than I expected in the end. Because at the end of that I felt more relieved. After I had captured that, like idea that this wasn’t gonna be forever, this wasn’t going to be my life forever. I wasn’t going to be stuck in that box forever. I had some kind of hope, I guess at the end of that day, but it was a hard day.","Hacía frío. Recuerdo. Incluso el autobús estaba frío. Y sintiendo el sol. Como la calidez, era como algo que ansiaba porque nunca lo habíamos sido, estábamos fuera, creo y luego todas esas cosas, creo que inconscientemente, me estaban afectando y no me di cuenta de que es algo así como el proceso de estar encarcelado. Pero los olores eran tan distintos que nunca podré olvidarlos. Son repugnantes. Pero no me gustaría simplemente ver ciertas cosas. Supongo que ciertos recuerdos se me quedaron grabados en la cabeza. Y así fue como pude plasmarlo en papel. Pero ese fue un día realmente largo para mí. Y al final resultó mejor de lo que esperaba. Porque al final me sentí más aliviado. Después de haber capturado esa idea de que esto no iba a ser para siempre, esta no iba a ser mi vida para siempre. No iba a quedar atrapado en esa caja para siempre. Supongo que al final de ese día tenía algún tipo de esperanza, pero fue un día difícil.",0.342912436,0.536776006,0.120311573,0.850192428,0.142426908,0.007380628
"Has always been like a part of this, like creative practice for you?","¿Siempre ha sido parte de esto, como una práctica creativa para ti?",0.054615393,0.687968969,0.257415593,0.006697831,0.970194459,0.023107696
"No, I actually never wrote until I was in juvenile hall. And InsideOUT writers came. And my teacher, his name was Robert Fox, and he would come like faithfully every single weekend to teach us how to like, how to write and I never wanted to participate. I was so hard headed and like, especially if it had to like be anything that had to do with my emotions or whatever. Like I never want like I cannot put pen to paper and write anything down. So I remember like I didn’t want to participate. And he told me well write that down, write down that you don’t want to participate. And I was like, okay, and then he’s like, what else is on your mind? And I’m like, I don’t know, he’s like, write that down, write down, you don’t know what’s on your mind. And I’m like, so I was he pushed me to just throw my thoughts out there on paper. And once I did, I discovered that there was so much that I was holding in. And I was kind of I was scared to share, like, he was asking people to share, and he kept on pushing me because he knew I didn’t want to, I don’t know. But the more he pushed me like, I was just like, fine, I’ll just do it just to so that he won’t keep on asking me.","No, en realidad nunca escribí hasta que estuve en el centro de menores. Y vinieron los escritores de InsideOUT. Y mi maestro, su nombre era Robert Fox, y venía fielmente todos los fines de semana para enseñarnos cómo gustar, cómo escribir y yo nunca quise participar. Era muy testarudo y me gustaba, especialmente si tenía que ser algo que tuviera que ver con mis emociones o lo que fuera. Como si nunca quisiera no poder poner el lápiz sobre el papel y escribir nada. Entonces recuerdo que no quería participar. Y me dijo pues anota eso, anota que no quieres participar. Y yo dije, está bien, y luego él dijo, ¿qué más tienes en mente? Y yo dije, no sé, él me dijo, escribe eso, escribe, no sabes lo que tienes en mente. Y yo dije, entonces él me empujó a simplemente plasmar mis pensamientos en un papel. Y una vez que lo hice, descubrí que había muchas cosas que estaba reprimiendo. Y tenía un poco de miedo de compartir, como si él le estuviera pidiendo a la gente que compartiera, y él siguió presionándome porque sabía que yo no lo hacía. No quiero, no lo sé. Pero cuanto más me presionaba, yo pensaba, está bien, lo haré para que no siga preguntándome.",0.198051557,0.748467684,0.053480729,0.774537742,0.219208971,0.00625332
"And then once I did it, I remember it was a really emotional day because I put my emotions down on paper. And one thing about being incarcerated is like sometimes that could be seen as like a form of weakness, or people will judge you. And I actually, when I read my piece, everybody in the room could relate, regardless of everybody’s differences, and neighborhoods or whatever, everybody was able to relate to the piece of writing and the emotions that we go through. Being in the situation that we were in. We were all considered unfit, which is the title of the piece. Because we weren’t not fit to be charged as juveniles, we were being charged as adults. So as minors going through that situation. I think that writing class brought a lot of healing to all of us, because we were able to connect on that level. And kind of it was a sense of like, we’re not alone in this. So kind of felt like family after a while. Because we would get to know each other on it on a different level. So then, that’s when writing became like an outlet for me. Whenever I would go through something, writing always helped. And I never forgot, like, what I was taught when I was there.","Y luego, una vez que lo hice, recuerdo que fue un día muy emotivo porque puse mis emociones en un papel. Y una cosa acerca de estar encarcelado es que a veces eso puede verse como una forma de debilidad, o la gente te juzgará. Y de hecho, cuando leí mi artículo, todos en la sala pudieron identificarse, independientemente de las diferencias de todos, los vecindarios o lo que sea, todos pudieron identificarse con el escrito y las emociones por las que atravesamos. Estar en la situación en la que estábamos. Todos éramos considerados no aptos, que es el título de la pieza. Como no éramos aptos para ser acusados ​​como menores, nos acusaban como adultos. Entonces como menores de edad pasando por esa situación. Creo que esa clase de escritura nos sanó mucho a todos, porque pudimos conectarnos a ese nivel. Y fue una especie de sensación de que no estamos solos en esto. Después de un tiempo me sentí como en familia. Porque nos conoceríamos a un nivel diferente. Entonces fue cuando escribir se convirtió en una salida para mí. Siempre que pasaba por algo, escribir siempre me ayudaba. Y nunca olvidé lo que me enseñaron cuando estuve allí.",0.552248776,0.381348044,0.06640324,0.09459693,0.879191577,0.026211478
"There’s a part like towards the end of your piece where you talk about putting on a game face. Like, I love to learn more about what that means.",Hay una parte hacia el final de tu artículo donde hablas de poner una cara de juego. Me encanta aprender más sobre lo que eso significa.,0.00294909,0.0289983,0.968052626,0.001068099,0.026634676,0.972297192
